"category_dex_number","genus_name","scientific_genus","category","family","description","id","created_date","updated_date","created_by_id","created_by","rarity","icon_url"
"20","Sommerflieder","Buddleja","Sträucher","Braunwurzgewächse","Strauch mit duftenden Blütenrispen der Schmetterlinge anzieht","68ee0face0e577784fb08fd3","2025-10-14T08:54:04.471000","2025-10-14T08:54:04.471000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"46","Schafgarbe","Achillea","Blumen","Korbblütler","Heilpflanze mit gefiederten Blättern und weißen Blütendolden","68ee0face0e577784fb08fd4","2025-10-14T08:54:04.471000","2025-10-19T00:05:05.587000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"26","Kamille","Matricaria","Blumen","Korbblütler","Heilpflanze mit weißen Blüten und gelbem Zentrum","68ee0face0e577784fb08fd5","2025-10-14T08:54:04.471000","2025-10-19T00:04:55.824000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"24","Johanniskraut","Hypericum","Blumen","Johanniskrautgewächse","Heilpflanze mit gelben Blüten","68ee0face0e577784fb08fd6","2025-10-14T08:54:04.471000","2025-10-19T00:04:54.808000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"16","Glockenblume","Campanula","Blumen","Glockenblumengewächse","Pflanze mit glockenförmigen blauen Blüten","68ee0face0e577784fb08fd7","2025-10-14T08:54:04.471000","2025-10-19T00:04:50.879000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"36","Margerite","Leucanthemum","Blumen","Korbblütler","Wiesenblume mit weißen Zungenblüten","68ee0face0e577784fb08fd8","2025-10-14T08:54:04.471000","2025-10-19T00:05:00.732000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"49","Schöllkraut","Chelidonium","Blumen","Mohngewächse","Kraut mit gelbem Milchsaft und gelben Blüten","68ee0face0e577784fb08fd9","2025-10-14T08:54:04.471000","2025-10-19T00:05:07.003000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"52","Storchschnabel","Geranium","Blumen","Storchschnabelgewächse","Pflanze mit rosa bis violetten Blüten","68ee0face0e577784fb08fda","2025-10-14T08:54:04.471000","2025-10-19T00:05:08.459000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"12","Ehrenpreis","Veronica","Blumen","Wegerichgewächse","Kleine Pflanze mit blauen vierzähligen Blüten","68ee0face0e577784fb08fdb","2025-10-14T08:54:04.471000","2025-10-19T00:04:48.851000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"53","Taubnessel","Lamium","Blumen","Lippenblütler","Pflanze ähnlich der Brennnessel aber ohne brennende Haare","68ee0face0e577784fb08fdc","2025-10-14T08:54:04.471000","2025-10-19T00:05:08.951000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"62","Wiesenschaumkraut","Cardamine","Blumen","Kreuzblütler","Feuchtwiesenpflanze mit rosa-weißen Blüten","68ee0face0e577784fb08fdd","2025-10-14T08:54:04.471000","2025-10-19T00:05:13.297000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"19","Hahnenfuß","Ranunculus","Blumen","Hahnenfußgewächse","Pflanze mit glänzenden gelben Blüten","68ee0face0e577784fb08fde","2025-10-14T08:54:04.471000","2025-10-19T00:04:52.310000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"56","Vergissmeinnicht","Myosotis","Blumen","Raublattgewächse","Kleine Pflanze mit himmelblauen Blüten","68ee0face0e577784fb08fdf","2025-10-14T08:54:04.471000","2025-10-19T00:05:10.434000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"22","Hornkraut","Cerastium","Blumen","Nelkengewächse","Bodendecker mit weißen Blüten","68ee0face0e577784fb08fe0","2025-10-14T08:54:04.471000","2025-10-19T00:04:53.876000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"57","Vogelmiere","Stellaria","Blumen","Nelkengewächse","Niedrige Pflanze mit kleinen weißen Blüten","68ee0face0e577784fb08fe1","2025-10-14T08:54:04.471000","2025-10-19T00:05:10.891000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"44","Sauerampfer","Rumex","Blumen","Knöterichgewächse","Essbare Pflanze mit säuerlichem Geschmack","68ee0face0e577784fb08fe2","2025-10-14T08:54:04.471000","2025-10-19T00:05:04.678000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"11","Disteln","Carduus","Blumen","Korbblütler","Stachelige Pflanzen mit purpurroten Blütenköpfen","68ee0face0e577784fb08fe3","2025-10-14T08:54:04.471000","2025-10-19T00:04:48.259000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"61","Wicke","Vicia","Blumen","Hülsenfrüchtler","Kletterpflanze mit schmetterlingsförmigen Blüten","68ee0face0e577784fb08fe4","2025-10-14T08:54:04.471000","2025-10-19T00:05:12.836000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"31","Labkraut","Galium","Blumen","Rötegewächse","Pflanze mit quirlständigen Blättern","68ee0face0e577784fb08fe5","2025-10-14T08:54:04.471000","2025-10-19T00:04:58.305000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"17","Günsel","Ajuga","Blumen","Lippenblütler","Bodendecker mit blauen Lippenblüten","68ee0face0e577784fb08fe6","2025-10-14T08:54:04.471000","2025-10-19T00:04:51.357000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"14","Fingerkraut","Potentilla","Blumen","Rosengewächse","Pflanze mit fünfzähligen gelben Blüten","68ee0face0e577784fb08fe7","2025-10-14T08:54:04.471000","2025-10-19T00:04:49.868000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"3","Baldrian","Valeriana","Blumen","Geißblattgewächse","Heilpflanze mit rosa-weißen Blütendolden","68ee0face0e577784fb08fe8","2025-10-14T08:54:04.471000","2025-10-19T00:04:44.040000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"60","Weidenröschen","Epilobium","Blumen","Nachtkerzengewächse","Hohe Pflanze mit rosa-purpurnen Blüten","68ee0face0e577784fb08fe9","2025-10-14T08:54:04.471000","2025-10-19T00:05:12.358000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"23","Huflattich","Tussilago","Blumen","Korbblütler","Frühjahrsblüher mit gelben Blüten vor den Blättern","68ee0face0e577784fb08fea","2025-10-14T08:54:04.471000","2025-10-19T00:04:54.339000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"39","Nelke","Dianthus","Blumen","Nelkengewächse","Duftende Blumen mit gefransten Blütenblättern","68ee0face0e577784fb08feb","2025-10-14T08:54:04.471000","2025-10-19T00:05:02.213000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"55","Veilchen","Viola","Blumen","Veilchengewächse","Kleine Pflanze mit duftenden violetten Blüten","68ee0face0e577784fb08fec","2025-10-14T08:54:04.471000","2025-10-19T00:05:09.940000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"48","Schlüsselblume","Primula","Blumen","Primelgewächse","Frühjahrsblüher mit gelben Blütendolden","68ee0face0e577784fb08fed","2025-10-14T08:54:04.471000","2025-10-19T00:05:06.542000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"95","Akelei","Aquilegia","Blumen","Hahnenfußgewächse","Zierpflanze mit gespornten Blüten","68ee0face0e577784fb08fee","2025-10-14T08:54:04.471000","2026-01-25T20:22:00.761000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"34","Maiglöckchen","Convallaria","Blumen","Spargelgewächse","Duftende weiße Glockenblüten","68ee0face0e577784fb08fef","2025-10-14T08:54:04.471000","2025-10-19T00:04:59.712000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"5","Bärlauch","Allium","Blumen","Amaryllisgewächse","Knoblauchduftende Waldpflanze","68ee0face0e577784fb08ff0","2025-10-14T08:54:04.471000","2025-10-19T00:04:45.002000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"37","Mohn","Papaver","Blumen","Mohngewächse","Pflanze mit großen roten Blüten","68ee0face0e577784fb08ff1","2025-10-14T08:54:04.471000","2025-10-19T00:05:01.252000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"1","Eiche","Quercus","Bäume","Buchengewächse","Majestätische Laubbäume mit charakteristischen gelappten Blättern und Eicheln als Früchte","68ee0e4bacda3f551dd0f45e","2025-10-14T08:48:11.114000","2025-10-14T08:48:11.114000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"2","Buche","Fagus","Bäume","Buchengewächse","Hohe Laubbäume mit glatter, grauer Rinde und eiförmigen Blättern","68ee0e4bacda3f551dd0f45f","2025-10-14T08:48:11.114000","2025-10-18T13:39:29.859000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","","https://base44.app/api/apps/68ed5acb3c768a7480fef69f/files/public/68ed5acb3c768a7480fef69f/3f32bbbff_plant-1760794720898.jpg"
"3","Birke","Betula","Bäume","Birkengewächse","Schlanke Bäume mit charakteristischer weißer Rinde","68ee0e4bacda3f551dd0f460","2025-10-14T08:48:11.114000","2025-10-14T08:48:11.114000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"4","Ahorn","Acer","Bäume","Seifenbaumgewächse","Laubbäume mit handförmig gelappten Blättern und geflügelten Früchten","68ee0e4bacda3f551dd0f461","2025-10-14T08:48:11.114000","2025-10-15T07:30:38.598000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","","https://base44.app/api/apps/68ed5acb3c768a7480fef69f/files/public/68ed5acb3c768a7480fef69f/56c768bd0_plant-1760513348634.jpg"
"5","Linde","Tilia","Bäume","Malvengewächse","Große Bäume mit herzförmigen Blättern und duftenden Blüten","68ee0e4bacda3f551dd0f462","2025-10-14T08:48:11.114000","2025-10-18T13:43:00.598000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","","https://base44.app/api/apps/68ed5acb3c768a7480fef69f/files/public/68ed5acb3c768a7480fef69f/3af4df0e1_plant-1760794963074.jpg"
"6","Kastanie","Aesculus","Bäume","Seifenbaumgewächse","Bäume mit gefingerten Blättern und stacheligen Früchten","68ee0e4bacda3f551dd0f463","2025-10-14T08:48:11.114000","2025-10-14T08:48:11.114000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"7","Kiefer","Pinus","Bäume","Kieferngewächse","Nadelbäume mit langen Nadeln in Büscheln","68ee0e4bacda3f551dd0f464","2025-10-14T08:48:11.114000","2025-10-18T15:29:21.137000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","","https://base44.app/api/apps/68ed5acb3c768a7480fef69f/files/public/68ed5acb3c768a7480fef69f/3302e09e2_plant-1760801333469.jpg"
"8","Fichte","Picea","Bäume","Kieferngewächse","Nadelbäume mit hängenden Zapfen und einzeln stehenden Nadeln","68ee0e4bacda3f551dd0f465","2025-10-14T08:48:11.114000","2025-10-14T08:48:11.114000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"9","Tanne","Abies","Bäume","Kieferngewächse","Nadelbäume mit aufrecht stehenden Zapfen","68ee0e4bacda3f551dd0f466","2025-10-14T08:48:11.114000","2025-10-14T08:48:11.114000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"10","Erle","Alnus","Bäume","Birkengewächse","Bäume die gerne an Gewässern wachsen mit kleinen zapfenartigen Früchten","68ee0e4bacda3f551dd0f467","2025-10-14T08:48:11.114000","2025-10-14T08:48:11.114000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"1","Holunder","Sambucus","Sträucher","Moschuskrautgewächse","Sträucher mit gefiederten Blättern und weißen Blütendolden","68ee0e4bacda3f551dd0f468","2025-10-14T08:48:11.114000","2025-10-14T08:48:11.114000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"2","Haselnuss","Corylus","Sträucher","Birkengewächse","Sträucher mit essbaren Nüssen und männlichen Kätzchen","68ee0e4bacda3f551dd0f469","2025-10-14T08:48:11.114000","2025-10-14T08:48:11.114000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"3","Rubus","Rubus","Sträucher","Rosengewächse","Stachelige Sträucher mit schwarzen oder roten Sammelfrüchten","68ee0e4bacda3f551dd0f46a","2025-10-14T08:48:11.114000","2025-10-18T16:33:09.949000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","Häufig","https://base44.app/api/apps/68ed5acb3c768a7480fef69f/files/public/68ed5acb3c768a7480fef69f/1b75cd5b5_plant-1760795753402.jpg"
"4","Rose","Rosa","Sträucher","Rosengewächse","Wilde Rosen mit duftenden Blüten und roten Hagebutten","68ee0e4bacda3f551dd0f46b","2025-10-14T08:48:11.114000","2025-11-19T23:25:18.318000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"5","Weißdorn","Crataegus","Sträucher","Rosengewächse","Dornige Sträucher mit weißen Blüten und roten Beeren","68ee0e4bacda3f551dd0f46c","2025-10-14T08:48:11.114000","2025-10-18T13:51:44.242000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","","https://base44.app/api/apps/68ed5acb3c768a7480fef69f/files/public/68ed5acb3c768a7480fef69f/a14670538_plant-1760795435762.jpg"
"6","Schlehe","Prunus spinosa","Sträucher","Rosengewächse","Dorniger Strauch mit weißen Blüten und blauen Früchten","68ee0e4bacda3f551dd0f46d","2025-10-14T08:48:11.114000","2025-10-14T08:48:11.114000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"7","Liguster","Ligustrum","Sträucher","Ölbaumgewächse","Immergrüne Sträucher oft als Hecke verwendet","68ee0e4bacda3f551dd0f46e","2025-10-14T08:48:11.114000","2025-10-14T08:48:11.114000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"8","Flieder","Syringa","Sträucher","Ölbaumgewächse","Sträucher mit duftenden lila oder weißen Blütenrispen","68ee0e4bacda3f551dd0f46f","2025-10-14T08:48:11.114000","2025-10-14T08:48:11.114000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"33","Löwenzahn","Taraxacum","Blumen","Korbblütler","Gelbe Blumen mit gezähnten Blättern und Pusteblumen","68ee0e4bacda3f551dd0f470","2025-10-14T08:48:11.114000","2025-10-19T00:04:59.207000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"15","Gänseblümchen","Bellis","Blumen","Korbblütler","Kleine weiße Blumen mit gelber Mitte auf kurzen Wiesen","68ee0e4bacda3f551dd0f471","2025-10-14T08:48:11.114000","2025-10-19T00:04:50.412000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"8","Brennnessel","Urtica","Blumen","Brennnesselgewächse","Kraut mit brennenden Haaren und gezähnten Blättern","68ee0e4bacda3f551dd0f472","2025-10-14T08:48:11.114000","2025-10-19T00:04:46.457000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"27","Klee","Trifolium","Blumen","Hülsenfrüchtler","Niedrige Pflanzen mit dreigeteilten Blättern und kugelförmigen Blüten","68ee0e4bacda3f551dd0f473","2025-10-14T08:48:11.114000","2025-10-19T00:04:56.337000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"58","Wegerich","Plantago","Blumen","Wegerichgewächse","Kraut mit langen Blättern und ährenförmigen Blütenständen","68ee0e4bacda3f551dd0f474","2025-10-14T08:48:11.114000","2025-10-19T00:05:11.384000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"50","Sonnenblume","Helianthus","Blumen","Korbblütler","Große Pflanzen mit gelben strahlenförmigen Blüten","68ee0e4bacda3f551dd0f475","2025-10-14T08:48:11.114000","2025-10-19T00:05:07.485000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"25","Kamille","Matricaria","Blumen","Korbblütler","Aromatisches Kraut mit weißen Blüten und gelber Mitte","68ee0e4bacda3f551dd0f476","2025-10-14T08:48:11.114000","2025-10-19T00:04:55.341000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"35","Margerite","Leucanthemum","Blumen","Korbblütler","Weiße Blumen ähnlich großen Gänseblümchen","68ee0e4bacda3f551dd0f477","2025-10-14T08:48:11.114000","2025-10-19T00:05:00.180000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"45","Schafgarbe","Achillea","Blumen","Korbblütler","Kraut mit gefiederten Blättern und weißen Blütendolden","68ee0e4bacda3f551dd0f478","2025-10-14T08:48:11.114000","2025-10-19T00:05:05.137000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"18","Hahnenfuß","Ranunculus","Blumen","Hahnenfußgewächse","Gelbe glänzende Blüten auf feuchten Wiesen","68ee0e4bacda3f551dd0f479","2025-10-14T08:48:11.114000","2025-10-19T00:04:51.849000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",
